seed,protocol,case_id,gt_et_voxels,small_gt_lesions,baseline_pred_et_voxels,baseline_et_dice,baseline_hd95_mm,baseline_boundary_dice,baseline_boundary_valid,baseline_small_detected_lesions,baseline_small_missed_lesions,baseline_small_gt_anchored_dice,lhfc_pred_et_voxels,lhfc_et_dice,lhfc_hd95_mm,lhfc_boundary_dice,lhfc_boundary_valid,lhfc_small_detected_lesions,lhfc_small_missed_lesions,lhfc_small_gt_anchored_dice,full_pred_et_voxels,full_et_dice,full_hd95_mm,full_boundary_dice,full_boundary_valid,full_small_detected_lesions,full_small_missed_lesions,full_small_gt_anchored_dice,small_detection_gain,small_dice_gain,et_dice_gain,hd95_improvement,boundary_dice_improvement,all_models_boundary_valid,regression_score
55,main_experiment,BraTS20_Training_206,5096,0,6561,0.8458436990649395,4.0,0.7459900845727617,True,0,0,,5539,0.8787964268923366,5.0,0.8481012658227848,True,0,0,,5452,0.8934395145999242,3.2857553643179886,0.884648493543759,True,0,0,,0,,0.0475958155349847,0.7142446356820114,0.1386584089709972,True,-1.0041746470592068
55,main_experiment,BraTS20_Training_216,17097,3,21213,0.739180370660402,3.0,0.7952612393681653,True,0,3,0.0,24313,0.7262496981405457,3.1622776601683795,0.7758297093156329,True,0,3,0.0,24325,0.7322678769735889,3.1622776601683795,0.7784251167522079,True,0,3,0.0,0,0.0,-0.0069124936868131,-0.1622776601683795,-0.0168361226159573,True,0.8026475880212093
55,main_experiment,BraTS20_Training_223,30477,0,31182,0.9485395481600416,1.4142135623730951,0.93722874135991,True,0,0,,28951,0.9377061317897288,1.4142135623730951,0.9472683001065288,True,0,0,,28842,0.9384177076484768,1.4142135623730951,0.9492970730583083,True,0,0,,0,,-0.0101218405115646,0.0,0.0120683316983983,True,0.4669848511590925
55,main_experiment,BraTS20_Training_231,40450,0,32920,0.8917541229385307,2.449489742783178,0.7664828277763851,True,0,0,,35478,0.9084395743335792,4.283331076866813,0.8372401082762195,True,0,0,,35728,0.911601774790622,4.123105625617661,0.8443428968070338,True,0,0,,0,,0.0198476518520912,-1.6736158828344827,0.0778600690306486,True,0.3330141995981547
55,main_experiment,BraTS20_Training_248,36340,2,39635,0.8759460348798948,1.4142135623730951,0.8933111603843311,True,1,1,0.2444444444444444,39679,0.8874623449400808,1.4142135623730951,0.924126984126984,True,0,2,0.0,39365,0.8843537414965986,1.4142135623730951,0.9258466259857974,True,0,2,0.0,-1,-0.2444444444444444,0.0084077066167038,0.0,0.0325354656014662,True,0.2647410503315781
55,main_experiment,BraTS20_Training_260,17858,1,16158,0.886406396989652,4.58257569495584,0.7451332320861521,True,0,1,0.0,13262,0.8345115681233933,5.074264635194588,0.5932383867962199,True,0,1,0.0,12437,0.8002640699785443,5.385164807134504,0.5130974885228193,True,0,1,0.0,0,0.0,-0.0861423270111076,-0.8025891121786639,-0.2320357435633327,True,3.12659183707912
55,main_experiment,BraTS20_Training_261,9426,8,4304,0.5158048069919884,14.45683229480096,0.5270116723478979,True,0,8,0.0,5056,0.59245960502693,8.12403840463596,0.6480795476701111,True,0,8,0.0,5164,0.5680603152844415,14.45683229480096,0.6091617933723197,True,0,8,0.0,0,0.0,0.052255508292453,0.0,0.0821501210244217,True,-0.2255208757890065
55,main_experiment,BraTS20_Training_267,5256,0,5032,0.8576982892690513,14.881186802613277,0.8899463152757443,True,0,0,,4939,0.8694458067680235,16.623717573717215,0.9162401116798512,True,0,0,,4888,0.8732255520504731,15.0,0.928856539093684,True,0,0,,0,,0.0155272627814218,-0.118813197386725,0.0389102238179396,True,0.2383915644180805
55,main_experiment,BraTS20_Training_298,94,3,10,0.1538461538461538,24.04550642652348,0.3076923076923077,True,1,2,0.1333333333333333,81,0.48,15.876018794218888,0.7894736842105263,True,1,2,0.1580756013745704,123,0.5161290322580645,15.524174696260024,0.8151658767772512,True,1,2,0.1333333333333333,0,0.0,0.3622828784119106,8.521331730263453,0.5074735690849435,True,-7.056289124262612
55,main_experiment,BraTS20_Training_309,1976,4,2626,0.5880052151238592,26.98610634484806,0.6015403323875153,True,1,3,0.0541237113402061,2654,0.6228941684665227,15.0,0.6755840241145441,True,2,2,0.1782517482517482,2190,0.6442630820931349,37.359733643394605,0.6933502753070733,True,1,3,0.0823529411764705,0,0.0282292298362644,0.0562578669692757,-10.373627298546545,0.091809942919558,True,2.8782548073111363
55,main_experiment,BraTS20_Training_323,4674,0,2459,0.0002803869339688,30.343037800552786,0.0010272213662044,True,0,0,,907,0.0,44.76996450956309,0.0,True,0,0,,1565,0.0003205641929796,27.714605975265684,0.0014072614691809,True,0,0,,0,,4.017725901076712e-05,2.6284318252871017,0.0003800401029765,True,-0.2281273030848011
